ID,CardID,rooms
191B22,0x47f0075425101,"1,1,0,0,0,1"
191B23,0xd49fc0a358b305,"0,1,0,1,0,1"
191B24,0x9d3e359de52a88,"0,0,0,1,1,1"
191B25,0xe7018c49abf63f,"1,0,0,1,1,1"
191B26,0x590660ff8318be,"0,0,1,0,1,1"
191B27,0xc2519605a7645d,"1,1,1,1,0,0"
191B28,0x7792a3ede6802d,"0,0,0,0,0,0"
191B29,0x8934ac7c9eb49e,"0,1,1,0,1,0"
191B30,0xcc30a902f28937,"1,0,0,1,0,1"
191B31,0x7035212c30902c,"1,0,1,0,1,0"
191B32,0x423a4e8df709d5,"1,0,0,0,0,1"
191B33,0x11d99ffffc2541d,"0,1,1,0,1,1"
191B34,0xefda3d0fd4c2d8,"0,0,0,1,0,0"
191B35,0x1141bf3e73e293c,"1,1,1,1,1,0"
191B36,0x2e9bc87e000473,"1,0,1,0,1,1"
191B37,0xfd098a8a7e295e,"0,1,0,1,1,1"
191B38,0x2ec1fc658a388f,"0,0,0,0,0,0"
191B39,0x11299d8f736620e,"1,0,0,0,0,0"
191B40,0x10bf8fbbab06359,"0,1,1,0,1,1"
191B41,0xab723029b45bbd,"1,1,1,0,0,1"
191B42,0x10b49668ebfe9f1,"0,0,0,0,1,0"
191B43,0x1a8e7eacf5fc0e,"0,0,1,1,0,1"
191B44,0xb617b2c07ebecd,"0,0,0,1,0,0"
191B45,0x2f71b0cfda709,"1,1,0,0,1,0"
191B46,0x1195e87ef245953,"1,1,0,0,1,0"
191B47,0x100540b2c46d76d,"1,0,0,0,0,1"
191B48,0x217595cef4246c,"1,1,1,1,1,1"
191B49,0x6aeab0c4506df7,"0,0,1,1,1,1"
191A0,0x60ea73cb41229d,"1,0,0,1,1,0"
191A1,0xf7367c7d23487a,"1,1,1,1,0,1"
191A2,0x9d24e64b9e4140,"0,0,1,0,0,0"
191A3,0x1b67ea44e7b3f9,"0,0,1,0,0,1"
191A4,0xe6a568baa780d,"0,0,1,1,0,1"
191A5,0x10018170c6ec97a,"1,0,1,0,1,0"
191A6,0x1538e06ea7e0e91,"1,0,0,1,1,0"
191A7,0x3106cddb692549,"1,0,1,0,0,1"
191A8,0xf91c5eb968c2d2,"0,1,1,1,1,1"
191A9,0x81344aba21795d,"0,1,1,0,0,0"
191A10,0x12f530d2e320212,"1,1,0,0,0,0"
191A11,0xce6a53499a0506,"1,0,0,1,1,1"
191A12,0xea364114c1210c,"0,1,1,1,0,1"
191A13,0x12b0c76ef3471c9,"1,1,0,1,0,0"
191A14,0x10e3ab7d37b00de,"1,0,1,0,0,0"
191A15,0xf0ded13f4ee7c2,"1,1,1,1,1,0"
191A16,0xb76b3136e76269,"1,1,0,1,0,1"
191A17,0x85c0d96fbc2216,"1,1,1,0,1,1"
191A18,0xe1a75ad1e6605,"1,1,1,1,0,1"
191A19,0x95c363ae3729bb,"1,0,0,0,1,1"
191A20,0x475c32cbf19b5c,"0,1,0,1,1,0"
191A21,0x92559bb64febfb,"1,1,1,1,1,0"
191A22,0xe58169af3ef4bc,"1,0,1,0,0,0"
191A23,0x844c8799bc9f2a,"1,1,0,1,1,0"
191A24,0x11f241c07c80666,"1,0,1,1,1,1"
191A25,0xd91b7146c20225,"1,0,1,1,1,0"
191A26,0x4b48880e213869,"0,1,0,0,0,0"
191A27,0x124cae7ed912744,"0,0,1,0,0,0"
191A28,0xe0cf639ed25b86,"1,0,0,0,1,1"
191A29,0x1438774bc1c08bf,"1,1,0,1,1,0"
191A30,0x98725a3933bed4,"1,0,0,0,1,0"
191A31,0x1543cdf88f8d60e,"0,0,0,1,0,0"
191A32,0x1262b76e79142d1,"0,0,1,1,0,1"
191A33,0x735dcc28f9e195,"0,1,1,1,0,0"
191A34,0x9ecce47e5567bc,"0,1,0,0,0,0"
191A35,0x372168c2eba33a,"0,0,0,0,0,0"
191A36,0x112a8ca7bbad689,"0,1,0,0,1,1"
191A37,0x12309272b469231,"1,0,1,0,1,1"
191A38,0x3d28e74efd85be,"0,0,0,1,1,0"
191A39,0x539eae8f1b6844,"0,0,0,0,1,0"
191A40,0xb7ed04ef35d04e,"1,0,1,0,0,0"
191A41,0x133e368593de12b,"0,1,0,1,0,0"
191A42,0x13bd5f0dc4fdd8c,"0,0,0,1,1,1"
191A43,0x54fcc8203a0fc1,"0,1,1,1,1,1"
191A44,0x108ad0e21720560,"0,1,1,0,1,1"
191A45,0x151370f2e8d2bd6,"1,1,1,1,1,1"
191A46,0x5049e347ce8dcd,"0,1,0,1,0,1"
191A47,0x13d25c978f66cfe,"0,0,1,0,0,0"
191A48,0x124d97a85ab75ff,"1,1,0,1,0,0"
191A49,0xe8e54c65da3c7a,"1,0,1,1,1,1"
191C0,0xf017ca95688247,"1,0,1,1,0,0"
191C1,0x1789f1ccbe6e18,"1,0,0,1,0,0"
191C2,0x99850d0e936758,"0,0,1,1,1,1"
191C3,0x4d02a5e6fdce7a,"1,0,0,0,1,0"
191C4,0x7993dcfb189e2f,"1,1,1,1,1,0"
191C5,0xefd5c02eac3068,"1,0,1,0,1,1"
191C6,0x10442381cb7569c,"0,0,1,0,1,0"
191C7,0xf677926712548b,"0,0,1,0,0,0"
191C8,0x357642d60d2e02,"0,1,1,0,1,1"
191C9,0x5c8fbc2acafc25,"1,0,0,0,1,0"
191C10,0xe95b0b7c548aec,"0,1,1,1,0,0"
191C11,0xa3046a404d0a5b,"1,0,1,1,0,1"
191C12,0xa2ff823c3351a0,"1,0,1,1,0,0"
191C13,0x9c2dcc84f41928,"0,0,0,1,1,0"
191C14,0x10e44b806dc332f,"1,0,0,1,0,0"
191C15,0x3f1bb9879bd385,"1,1,1,1,1,1"
191C16,0x277ad4919f2ef6,"1,1,1,0,1,0"
191C17,0xa68e658421d186,"0,0,0,1,0,0"
191C18,0x76c04898d3d50,"0,0,1,0,0,1"
191C19,0xbb81fcc5daaf6f,"0,1,0,1,1,0"
191C20,0x191e45af770dd8,"1,0,0,0,0,0"
191C21,0xc6a9a9be55e94e,"0,1,1,1,0,0"
191C22,0x11d26ba233527f1,"1,1,0,1,1,1"
191C23,0xe981c903bf70f1,"0,0,0,0,0,0"
191C24,0xb4413e1b1a5a52,"0,1,0,0,1,1"
191C25,0x109ee44d470a2e9,"0,1,1,1,1,1"
191C26,0xad20dde9fc18af,"0,0,1,1,0,1"
191C27,0x11c27e261d33942,"1,0,0,0,1,0"
191C28,0xfd8f4a95122623,"0,0,0,0,0,1"
191C29,0x87535494896b9f,"0,1,0,1,0,1"
191C30,0x79c8fa39a2ab8d,"0,1,1,1,0,1"
191C31,0x709db2dafb7a2a,"0,0,0,0,0,0"
191C32,0xe5e154d354360c,"0,1,0,1,1,0"
191C33,0xa2525eb467677,"0,1,1,1,0,0"
191C34,0x14a9f3c49194d5c,"1,0,0,1,1,1"
191C35,0xb67f29b4fbc79b,"0,0,1,0,0,0"
191C36,0x11a639c5890606f,"1,0,1,1,1,0"
191C37,0x637e3ec7f453a,"1,1,0,1,0,0"
191C38,0xbcb78e61bb677c,"1,1,0,0,0,1"
191C39,0xac1b65014f12e0,"0,1,1,1,1,1"
191C40,0x1027231c47819c5,"0,0,1,0,1,1"
191C41,0xe2eb46bf0fffd6,"0,0,1,0,0,0"
191C42,0xa57d12f2462351,"0,1,0,0,1,0"
191C43,0x556a8412434647,"0,0,1,1,0,0"
191C44,0x292720cc714e52,"1,0,0,1,1,1"
191C45,0x117c7f44c5c8a66,"1,0,0,0,0,0"
191C46,0xb2ae207d9cd468,"1,1,1,0,1,0"
191C47,0x103a20254852bd8,"0,1,0,1,0,0"
191C48,0x160f8e970c7a0f9,"1,0,1,0,1,0"
191C49,0x148add390870916,"1,0,1,1,0,0"
192B0,0x4903b85edd4c5a,"1,0,1,1,0,1"
192B1,0x21cbe704afa16d,"1,0,1,1,0,1"
192B2,0x252e67280ccc86,"0,1,1,0,0,0"
192B3,0x159cb2c07c6a135,"0,1,0,1,1,0"
192B4,0xf5a4b3bd6e559a,"1,1,1,1,0,0"
192B5,0x15769f525233f7e,"1,1,1,1,0,1"
192B6,0x10a7fe3a3e31a43,"0,0,0,1,1,1"
192B7,0x852bec1d497bfa,"0,0,1,1,0,0"
192B8,0xb5f497a750545b,"1,0,1,0,1,1"
192B9,0x711a09c01201e0,"1,0,1,1,1,0"
192B10,0x24adc2098887,"1,1,0,0,1,0"
192B11,0xe14eafd1515fef,"0,1,0,0,0,0"
192B12,0x7aecf257d863e0,"0,0,1,0,0,0"
192B13,0x6e6b393fad8117,"1,1,1,1,0,0"
192B14,0xfe61a071e97742,"0,1,1,0,1,0"
192B15,0x11a38f064e77e30,"1,1,0,1,0,1"
192B16,0x693cfc72bc209f,"0,0,0,0,1,1"
192B17,0xc2767425e5ed68,"1,0,0,0,1,0"
192B18,0x532563cffc5649,"0,1,0,0,0,0"
192B19,0xe13d739872fece,"0,1,1,1,0,1"
192B20,0x6b1dcb14cbccaf,"0,1,0,1,0,1"
192B21,0x78a1fcc60b976,"0,0,1,0,0,0"
192B22,0xcb6a462be7e65,"1,0,1,1,1,0"
192B23,0x6183174430fe83,"1,1,1,1,0,1"
192B24,0x3e7ff858d4acb6,"0,0,0,1,0,0"
192B25,0x60a57711429eff,"1,0,0,0,0,0"
192B26,0x884b39a94f08e5,"0,1,0,0,0,1"
192B27,0xe7ba0de9d82bec,"0,0,1,0,1,0"
192B28,0x825a95f0a02aaa,"0,1,1,1,0,1"
192B29,0x93c41e4af610e2,"0,0,0,1,1,0"
192B30,0x3454ed382110fc,"1,1,1,1,1,0"
192B31,0x162f1183caf7638,"1,0,0,0,0,0"
192B32,0x1207c521bdbc12,"0,0,0,1,1,0"
192B33,0x179278c9591ceb,"0,1,1,1,1,1"
192B34,0x94ed30ba80f1ec,"0,1,0,1,1,1"
192B35,0x10713b89b70f7fb,"1,0,0,0,0,0"
192B36,0x36c343209e11a4,"0,1,1,0,1,0"
192B37,0x7886d164d53164,"0,1,1,1,1,1"
192B38,0x1345e8206646f02,"0,1,0,0,0,1"
192B39,0x15502ff7fbd710,"0,1,0,0,1,0"
192B40,0xcd56cdc4e4fd7e,"1,1,0,0,0,0"
192B41,0x155d75a044b28d9,"0,0,1,1,0,0"
192B42,0x14b290f6bb68e6c,"0,0,0,0,1,0"
192B43,0x104c85f2125bbce,"1,1,1,1,1,0"
192B44,0xe4f965056edc06,"1,0,1,0,1,0"
192B45,0xa5b780684c256e,"1,0,0,1,0,0"
192B46,0x4a4a6ac39df1a5,"0,0,1,0,1,1"
192B47,0x103b084b2507f3a,"0,0,0,1,0,0"
192B48,0x2ab0c7fe0cc123,"1,0,0,1,1,0"
192B49,0xc3407cfe46d695,"0,1,0,1,0,0"
192A0,0xd4122acc66bbca,"1,1,0,1,0,1"
192A1,0x1270543c158fd5,"0,0,1,0,1,1"
192A2,0xdaf2f20da4a483,"0,0,0,0,0,0"
192A3,0x4e3ac632f7536f,"1,1,0,1,0,0"
192A4,0x122f4a8ec8e1a81,"1,1,0,0,0,0"
192A5,0x13621f18d655936,"1,1,1,0,1,0"
192A6,0x10edd38ea843c37,"1,0,0,0,1,0"
192A7,0x285283ed92c832,"1,0,1,1,1,1"
192A8,0x132f29f8f5c131f,"1,0,0,1,1,1"
192A9,0xde75f34b8ebb72,"0,0,0,1,0,1"
192A10,0xe803ea2f58ec89,"0,1,1,0,0,1"
192A11,0x59d3533467868d,"1,1,0,1,0,1"
192A12,0xf958a0b8ceb1a5,"1,1,0,0,0,1"
192A13,0x184edebe4669d7,"0,0,1,0,1,1"
192A14,0xd0505bb697ef3,"1,1,1,1,0,0"
192A15,0x14731e272283587,"1,1,0,1,0,1"
192A16,0x64565422ff29f4,"1,1,0,0,0,0"
192A17,0xc815b542aac445,"0,0,0,0,0,1"
192A18,0xe04fe5c595769c,"0,0,1,1,0,1"
192A19,0x5bda0c321c7e8d,"0,1,1,0,1,0"
192A20,0x3b81561837f05c,"0,0,0,1,1,1"
192A21,0x4171256e6f3865,"0,1,1,1,1,0"
192A22,0xd59eb94a55dba,"0,0,1,1,1,0"
192A23,0x5e613c913fb06e,"0,1,1,1,1,1"
192A24,0x2e37b3486ed38d,"0,0,1,0,1,0"
192A25,0x9a511f19c78a2f,"1,0,1,1,0,1"
192A26,0x12461dd7134c94a,"1,0,0,1,1,0"
192A27,0x3c91b90d16075,"0,1,1,1,1,0"
192A28,0x912d2375e36b05,"1,1,1,1,1,1"
192A29,0x69469634387618,"1,0,1,0,0,0"
192A30,0x1214f28840558f6,"1,0,1,0,0,0"
192A31,0x87f7090f287193,"1,0,1,0,1,1"
192A32,0x1417544ae1fed9b,"0,1,1,0,1,0"
192A33,0x125e840a61f0bfc,"1,1,0,0,1,1"
192A34,0x15abe9f7fc2995d,"0,1,1,1,0,0"
192A35,0x1335faa7b206b9f,"1,1,0,1,0,0"
192A36,0x34dbd197b3c2ce,"1,0,1,1,0,1"
192A37,0xc970429f04a790,"0,0,1,0,0,1"
192A38,0x300fdac860a1f2,"0,1,0,0,1,0"
192A39,0xc1edef416062f5,"0,1,1,1,0,0"
192A40,0xfc9dd8fc6c69f7,"1,1,0,1,0,1"
192A41,0x10dc9b1425683ea,"0,0,1,0,1,0"
192A42,0xaf36d7ee7411bf,"0,0,1,1,0,0"
192A43,0x6aba96c24f3c45,"1,1,1,0,1,1"
192A44,0x52b1f58b72af53,"0,1,0,1,1,1"
192A45,0x2b4810631f06e0,"1,1,0,0,1,1"
192A46,0x82cb88b325b64e,"1,0,0,0,0,0"
192A47,0xef48e03ecf6af0,"0,1,0,1,0,0"
192A48,0x128ec6347935d63,"0,1,0,0,0,0"
192A49,0x106ddbb0cd19cfa,"1,0,0,1,1,1"
192C0,0x8bdbfa40d49684,"0,0,0,1,0,0"
192C1,0x12dc677d4744527,"1,0,1,0,0,0"
192C2,0x1134c859c1daad0,"0,1,0,1,0,0"
192C3,0x6853249ac8482,"1,1,0,0,1,0"
192C4,0x8120c804fb28bd,"1,0,0,1,0,0"
192C5,0xb6587e90ad76c3,"0,0,1,1,0,1"
192C6,0x10da8e039be37ba,"1,0,0,1,1,0"
192C7,0x52226a81989f80,"1,1,0,0,1,1"
192C8,0x5d2a39d2f50c8a,"0,0,0,1,1,1"
192C9,0x11edecd844fb23e,"0,0,0,1,0,0"
192C10,0x1370ffcf9863983,"0,0,1,0,1,0"
192C11,0x7b24699fc3ef20,"0,1,1,1,0,0"
192C12,0xff0dc644e0db8c,"0,0,0,1,0,1"
192C13,0x4875ae68dc169,"0,0,1,0,0,0"
192C14,0x690473c4a81b1e,"0,0,0,0,0,1"
192C15,0x9787827636f6e9,"1,1,0,1,0,1"
192C16,0x66a27e95747288,"1,0,0,0,1,0"
192C17,0xe6b65378d4d9e5,"0,1,1,1,1,0"
192C18,0x12cc1a5ac96f164,"1,0,0,1,0,0"
192C19,0xa429376bfb1c8,"0,0,1,1,0,1"
192C20,0x473ad0644fbe05,"1,1,0,0,1,0"
192C21,0xc23ebfe448a09,"0,0,0,0,0,0"
192C22,0x9e09531ee50f6a,"1,0,0,0,0,0"
192C23,0x119cbf99fd027bf,"1,0,0,0,1,1"
192C24,0x9cdfd8bfc996fc,"1,0,0,1,0,1"
192C25,0x1202251df092b8d,"1,0,1,1,1,0"
192C26,0x14cd4f86cdc72b,"1,1,0,1,1,1"
192C27,0xb2b841be5a2e22,"1,1,0,1,0,1"
192C28,0x1451ee5c427fe64,"1,0,0,1,1,1"
192C29,0x12624069b6aa0dc,"0,0,0,1,1,1"
192C30,0x1bb363d67d334f,"1,1,0,1,0,0"
192C31,0xde9eba0b0bac61,"1,1,0,0,1,1"
192C32,0x11d2cf7800b6998,"1,1,1,1,0,1"
192C33,0xffc860c9f95342,"0,0,0,0,0,0"
192C34,0x87071678bc503c,"0,1,1,0,0,0"
192C35,0x996bc48c114b25,"0,1,1,0,1,1"
192C36,0x4da41d618ae279,"0,1,0,0,1,1"
192C37,0x369110c71bc4b0,"0,1,0,1,0,0"
192C38,0x79ac9ebf180c8c,"1,0,1,0,0,0"
192C39,0x14c1e0d9ad4e706,"1,1,0,0,1,0"
192C40,0x113d0d28cad157d,"0,0,1,0,0,1"
192C41,0xe1819cacbf222f,"1,0,0,0,0,1"
192C42,0x6696390198033f,"0,0,1,1,1,1"
192C43,0xc4133c1ebf90d,"0,0,1,1,0,1"
192C44,0x4d865b13f8cf0b,"1,0,0,1,0,0"
192C45,0x141144eb1a3d135,"0,0,1,1,1,1"
192C46,0x10b515b7104866c,"1,0,1,0,0,1"
192C47,0x123289d7a6103ba,"0,1,1,1,1,1"
192C48,0x1422865526dfa31,"0,1,0,0,0,1"
192C49,0xe1adf19fc7fb57,"0,1,0,1,1,1"
193B0,0x8c34ad2c5ea29d,"0,1,1,0,0,0"
193B1,0x15749fa4d686c61,"1,0,1,0,1,0"
193B2,0x161256bee537b4c,"1,0,0,0,0,0"
193B3,0xc1fcf8b2820012,"1,0,1,0,1,1"
193B4,0x105265531b5d6d4,"1,0,0,0,1,0"
193B5,0x264491d2d7b315,"0,0,1,1,0,1"
193B6,0x16174383adcafc5,"1,1,1,0,1,1"
193B7,0x4c6618965686a2,"1,0,0,0,0,1"
193B8,0x8bebdcc1603c77,"1,1,0,0,1,0"
193B9,0xea918024bc1bdd,"1,1,0,0,0,0"
193B10,0x95de8866e0ce3,"1,0,0,0,0,1"
193B11,0x11ccc65b74153b9,"1,0,1,1,0,1"
193B12,0xd86370616fa1ab,"0,0,0,1,0,1"
193B13,0xdbe0be99760bc0,"0,1,0,1,0,0"
193B14,0xa87c9d3d66ea17,"1,0,0,0,1,0"
193B15,0x1513d04959043c4,"0,0,1,1,1,0"
193B16,0xcb3e6569468fe0,"0,0,0,1,1,0"
193B17,0x31e9dbb3fb75b,"0,1,0,0,0,0"
193B18,0xdcdadde46b64a4,"1,0,1,0,0,0"
193B19,0xd4b35a8a6a4c9f,"1,0,0,0,0,0"
193B20,0x666c273f9c477b,"0,1,0,1,1,0"
193B21,0x16257ae52a4db82,"0,1,0,1,1,0"
193B22,0x105f8ea99f544ee,"1,0,1,0,1,0"
193B23,0x843123497e31d2,"0,1,1,0,1,0"
193B24,0xfb4b3801d86c20,"1,0,1,0,1,1"
193B25,0x12154123485c549,"1,1,1,0,0,1"
193B26,0xbb5b8981c86fe2,"1,0,0,1,0,1"
193B27,0x8364bfe1fd16f2,"1,0,0,0,0,1"
193B28,0x1857bdfa645e05,"0,0,1,1,0,0"
193B29,0x28b9e40a5ff0e4,"0,0,1,1,0,0"
193B30,0x749a3105c42c35,"1,1,0,0,0,0"
193B31,0x1d447043d6312c,"1,0,1,1,0,0"
193B32,0x10a4f72612d032e,"0,1,0,1,1,1"
193B33,0x67b2cb0c840c5a,"0,1,0,0,1,1"
193B34,0x8b0f19e20b2c10,"1,0,0,1,0,1"
193B35,0x103cff114cd5d28,"1,0,1,1,0,1"
193B36,0x12e8388b98c5c79,"1,1,0,1,0,0"
193B37,0xde5b95e1a8641d,"0,0,0,0,1,1"
193B38,0xf7419a049b64d0,"1,0,0,1,0,0"
193B39,0x51a7bcc73cc644,"1,0,0,1,0,0"
193B40,0xc599536ea7e2fc,"1,0,1,0,0,1"
193B41,0x11e80a0ab70c9d8,"0,1,0,1,1,1"
193B42,0xb4242c2ef9940e,"1,0,0,0,1,0"
193B43,0xffabd5f46890b6,"1,1,0,0,1,0"
193B44,0xff46ec2c5f38be,"1,0,1,0,0,0"
193B45,0x9424404dcec98c,"0,0,0,0,0,0"
193B46,0x5f4ece9c0cbf8c,"1,0,1,0,0,0"
193B47,0x868f182d6f7efb,"0,1,0,0,1,1"
193B48,0x10c95be915c7b65,"0,1,1,0,0,0"
193B49,0x2c77fb2b5e897,"1,0,1,1,0,1"
193A0,0x90f38915870767,"1,1,0,0,1,0"
193A1,0x16b3ab315b1b18,"1,0,1,0,0,0"
193A2,0x8b7599111838f2,"0,0,1,0,1,1"
193A3,0x9228e6b960f777,"1,0,1,0,0,1"
193A4,0x9081719cb4d22,"0,1,0,1,0,0"
193A5,0x69b37c261f6c82,"1,0,1,1,1,1"
193A6,0x976e54e5caa4e6,"0,1,0,1,1,1"
193A7,0x16e032f64810bb,"0,0,1,1,1,0"
193A8,0x12b7a53ebbd8172,"1,0,1,1,0,0"
193A9,0x5a30e9040c20fd,"0,0,0,1,0,1"
193A10,0x6d8733eda6a7c9,"1,0,0,0,0,0"
193A11,0xd6d55c66cb10a1,"1,0,0,1,0,1"
193A12,0xe6eb13af766ca8,"0,0,1,0,0,0"
193A13,0x12b72988ea10d40,"1,0,1,1,0,0"
193A14,0x7fe70411c0adcb,"0,1,1,0,1,0"
193A15,0x14d617fb7c02076,"1,0,0,0,0,0"
193A16,0x1e27a7ef35d15c,"1,0,1,0,0,1"
193A17,0x288273194c0793,"1,1,0,1,0,1"
193A18,0x7621be7ebee8cf,"0,0,0,0,1,0"
193A19,0xc86f9d03f2e375,"1,1,0,1,0,0"
193A20,0xc85d3693f9a80,"1,0,0,1,1,1"
193A21,0x8ae30952ebb3e9,"1,0,0,1,0,0"
193A22,0x769fe4b15956ee,"0,1,0,1,1,0"
193A23,0x52394c584c99dd,"0,1,0,1,0,0"
193A24,0xcdf25390b5a345,"0,1,0,1,1,0"
193A25,0xbc330baa62e42,"0,1,1,1,1,0"
193A26,0xf794a12249691a,"0,0,0,1,0,0"
193A27,0xbe76e2261b0c07,"1,0,1,1,1,1"
193A28,0x8e5b4670944595,"0,0,0,1,1,0"
193A29,0x14edb46bf7802f3,"1,1,1,0,0,1"
193A30,0xd88875454eef7,"0,1,0,1,1,0"
193A31,0x84455f9a279369,"1,0,0,1,1,0"
193A32,0x324490d149af1e,"1,0,1,0,1,1"
193A33,0x22a6c9a2bd576c,"1,0,1,0,1,1"
193A34,0x12c5f037ca08698,"1,1,0,0,1,1"
193A35,0x447978869f5bd6,"1,0,0,1,0,0"
193A36,0x13e6995e073d607,"1,0,1,1,1,1"
193A37,0x94ea79bc473515,"1,1,0,0,1,1"
193A38,0xff7b17b5b604b6,"0,1,1,1,1,0"
193A39,0x1c0236f649bbf3,"0,0,1,1,0,0"
193A40,0x13dae22db4520de,"0,1,1,1,1,0"
193A41,0x71c47c4f77473b,"0,1,1,0,0,1"
193A42,0x10580d959f05a5d,"0,0,1,0,1,1"
193A43,0x267e349f50a1e,"0,1,1,0,0,0"
193A44,0x3b1775e9fa29f,"0,1,0,0,0,1"
193A45,0x88b0657daa957,"0,0,1,0,0,0"
193A46,0x1145abc43564d4e,"1,1,0,1,1,0"
193A47,0x1ce2db04cd9b4e,"1,0,1,1,0,0"
193A48,0x4027ad68941040,"0,1,0,1,1,1"
193A49,0x15cbe8e9d74c28a,"1,0,1,1,1,0"
193C0,0x3832e79bee0a07,"0,1,1,0,0,1"
193C1,0x10742084a8cdeb2,"0,1,1,1,0,1"
193C2,0x96aa24fc309f6e,"1,1,0,1,0,1"
193C3,0x114f4c4db77e630,"0,0,0,1,1,1"
193C4,0x1b7e74cf38c9f2,"0,1,0,1,0,0"
193C5,0xca9ad0439782c0,"1,1,0,0,1,0"
193C6,0xe4d6e8d41e5e1,"0,0,1,0,0,0"
193C7,0x1068b8d43d2bbc0,"0,1,1,0,1,1"
193C8,0x8f87d3c9a82800,"1,0,0,1,0,1"
193C9,0x8689c23091a61c,"1,1,0,1,0,0"
193C10,0xbbd23d9764cb3f,"0,0,0,0,1,1"
193C11,0x54ef84f7d1e5d5,"0,0,1,0,1,1"
193C12,0x880abd22602c08,"1,0,1,0,1,0"
193C13,0x2908c53f4848c0,"1,0,1,0,1,1"
193C14,0x74211cd281af9b,"1,0,1,1,0,1"
193C15,0x5b2adbcac4a750,"1,1,1,0,0,1"
193C16,0xf430c256759b19,"0,0,1,0,0,0"
193C17,0x56a6e2ea0bacfe,"1,0,0,1,1,0"
193C18,0x8b7b153eb2620c,"1,0,0,0,1,1"
193C19,0xb3240ee5503660,"0,1,0,1,0,0"
193C20,0xe6f54245ed420a,"1,1,1,0,0,1"
193C21,0x17e09d64afaaf,"0,0,0,1,0,1"
193C22,0x14b14da2c5baa32,"0,1,1,0,0,0"
193C23,0x139d61c80c2ebc1,"1,0,1,0,1,1"
193C24,0x5241f74b114831,"0,1,0,1,1,0"
193C25,0xa937a556eab92b,"0,1,1,0,1,1"
193C26,0xe596934c9b8d5a,"1,1,1,1,1,0"
193C27,0xf4724c1cbcbed2,"1,0,1,1,1,0"
193C28,0x32e0e3446fac54,"0,0,1,0,0,1"
193C29,0x92a4093b65f217,"0,1,0,1,0,0"
193C30,0x139c363d9964749,"1,0,0,1,0,1"
193C31,0x94bfd294381c20,"1,1,1,0,0,1"
193C32,0x7e12046ea48f14,"0,1,1,1,1,1"
193C33,0x4466c5eac498f5,"0,1,1,1,0,1"
193C34,0x6766432ffd6c83,"0,0,0,1,1,0"
193C35,0x9849cb7d8901c0,"1,1,1,0,0,0"
193C36,0x1b83181546d93b,"0,1,0,0,0,0"
193C37,0x13975f4a130be2b,"0,1,1,1,0,1"
193C38,0x6a6b8c3e7c4c91,"1,0,1,1,0,1"
193C39,0xf83391716339aa,"0,1,1,1,1,0"
193C40,0xb923fced99e967,"1,0,0,1,0,1"
193C41,0xa652d262d6fe11,"1,0,0,0,0,1"
193C42,0x5fc19872441169,"1,0,0,1,0,1"
193C43,0x11a58616891835b,"0,0,1,1,1,1"
193C44,0x109dc1d6304756e,"0,1,1,1,1,1"
193C45,0xb573876a8a5884,"0,0,1,0,1,1"
193C46,0x10259ff36b3e364,"1,1,1,0,0,0"
193C47,0x373fab356ff5d3,"0,0,1,1,1,1"
193C48,0x4d26cac2a7f8fa,"1,0,1,1,1,1"
193C49,0xc79fce046a43bc,"0,1,1,0,1,1"
201B0,0x15427132adf26fe,"1,1,0,1,1,0"
201B1,0x1022e23f21498f7,"0,0,0,1,1,1"
201B2,0x1216da3fd1faaba,"0,0,0,1,1,1"
201B3,0x156ed35b6d410fc,"0,1,1,0,0,0"
201B4,0xcee3c3940f3882,"1,0,1,0,0,1"
201B5,0x12bc3bf06cc451d,"1,1,1,1,0,0"
201B6,0xf4fe8b9b8457ab,"1,0,0,0,0,1"
201B7,0x122b0bd70b46117,"0,1,1,0,1,1"
201B8,0x12e466efa50b37d,"1,1,0,0,0,1"
201B9,0x47a2cdab993991,"1,0,1,1,1,0"
201B10,0xff26dad0a05955,"0,1,1,0,1,1"
201B11,0x43a2d3e4366eb4,"0,0,1,0,1,0"
201B12,0xf44e899b293ae8,"0,0,0,0,0,0"
201B13,0x117aefe3134a450,"0,0,0,1,0,0"
201B14,0x7678079be81cf9,"1,0,1,0,0,0"
201B15,0x8af942a353f52f,"0,0,0,1,1,1"
201B16,0x42e2e4581b9a5d,"0,0,0,1,1,1"
201B17,0xcf994ea92c66dc,"0,1,0,1,0,0"
201B18,0xdbe463fe0d5f3b,"0,0,0,0,1,0"
201B19,0x889545fa6a83fe,"0,0,0,0,0,0"
201B20,0x10591f34f0ee1c8,"0,1,0,1,0,0"
201B21,0x149d67d456def58,"0,1,1,1,0,1"
201B22,0x8a61ecc4634939,"1,0,1,1,0,1"
201B23,0x1306b69283048bf,"1,1,0,1,1,1"
201B24,0x61b88d5a782e35,"1,1,1,0,1,1"
201B25,0x8161c46e151661,"0,0,0,1,0,1"
201B26,0x2cc7a925cc9817,"1,0,0,1,0,1"
201B27,0xff5a05dfff0c54,"1,0,1,0,1,1"
201B28,0x2a2ef81dae25df,"0,1,1,1,1,0"
201B29,0x42c3a4d3226328,"0,1,1,1,1,1"
201B30,0x7b913290b53979,"0,1,0,1,1,1"
201B31,0x16b27105610061,"0,0,1,0,1,0"
201B32,0x103f3f40cd9933e,"0,1,0,1,0,0"
201B33,0x6b6372dbaf121d,"1,1,0,0,0,1"
